Order ID,Date,Customer ID,Product,Category,Quantity,Price,Region,Sales,Profit
ORD1250,11/10/2023,CUST31,Headphones,Electronics,4,826.55,North,3306.2,947.09
ORD1251,5/15/2023,CUST21,Laptop,Clothing,4,989.29,North,3957.16,1106.93
ORD1252,7/19/2023,CUST41,Mobile,Electronics,1,834.62,West,834.62,166.37
ORD1253,3/17/2023,CUST80,Television,Clothing,3,789.64,North,2368.92,295.43
ORD1254,12/5/2023,CUST5,Television,Electronics,3,283.06,West,849.18,157.71
ORD1255,3/18/2023,CUST76,Mobile,Clothing,2,477.42,West,954.84,226.29
ORD1256,12/7/2023,CUST70,Shoes,Clothing,1,970.47,East,970.47,55.34
ORD1257,7/26/2023,CUST51,Shoes,Electronics,4,678.83,East,2715.32,177.66
ORD1258,2/23/2023,CUST94,Laptop,Clothing,2,723.12,North,1446.24,86.48
ORD1259,9/28/2023,CUST20,Shoes,Furniture,3,812.41,South,2437.23,234.31
ORD1260,2/27/2023,CUST87,Shoes,Furniture,3,428.6,North,1285.8,340.34
ORD1261,1/18/2023,CUST64,Shoes,Clothing,3,721.65,South,2164.95,553.49
ORD1262,7/26/2023,CUST21,Headphones,Electronics,1,288.39,East,288.39,35.16
ORD1263,5/26/2023,CUST69,Television,Furniture,2,318.1,East,636.2,146.9
ORD1264,3/10/2023,CUST66,Television,Clothing,2,769.9,West,1539.8,97.1
ORD1265,3/15/2023,CUST59,Table,Clothing,1,668.59,North,668.59,76.22
ORD1266,2/4/2023,CUST69,Mobile,Furniture,3,837.37,East,2512.11,649.74
ORD1267,2/24/2023,CUST80,Table,Clothing,5,891.03,East,4455.15,1165.76
ORD1268,11/28/2023,CUST84,Shoes,Electronics,3,772.76,North,2318.28,415.39
ORD1269,9/2/2023,CUST56,Bag,Clothing,2,725.9,North,1451.8,86.59
ORD1270,11/5/2023,CUST66,Mobile,Furniture,2,982.99,East,1965.98,240.48
ORD1271,8/15/2023,CUST48,Bag,Clothing,4,611.76,South,2447.04,432.55
ORD1272,2/10/2023,CUST24,Table,Electronics,3,388.58,South,1165.74,271.99
ORD1273,3/30/2023,CUST47,Laptop,Clothing,3,100.93,South,302.79,54.36
ORD1274,3/29/2023,CUST81,Chair,Clothing,5,472.41,South,2362.05,392.28
ORD1275,9/6/2023,CUST6,Chair,Electronics,4,978.96,West,3915.84,789.74
ORD1276,3/1/2023,CUST65,Mobile,Clothing,5,787.25,North,3936.25,392.93
ORD1277,2/28/2023,CUST94,Television,Electronics,1,319.82,North,319.82,36.22
ORD1278,3/11/2023,CUST61,Chair,Clothing,4,835.3,South,3341.2,771.54
ORD1279,9/10/2023,CUST42,Headphones,Electronics,3,217.24,North,651.72,83.76
ORD1280,8/8/2023,CUST36,Headphones,Electronics,1,273.94,South,273.94,80.53
ORD1281,10/7/2023,CUST39,Bag,Electronics,4,385.19,North,1540.76,414.55
ORD1282,10/2/2023,CUST80,Shoes,Furniture,5,590.24,East,2951.2,699.06
ORD1283,1/30/2023,CUST44,Headphones,Furniture,3,429.92,East,1289.76,108
ORD1284,5/4/2023,CUST85,Shoes,Clothing,1,164.2,North,164.2,23.59
ORD1285,7/13/2023,CUST56,Shoes,Furniture,4,244.16,East,976.64,58.33
ORD1286,9/2/2023,CUST37,Laptop,Clothing,5,284.32,North,1421.6,181.16
ORD1287,4/7/2023,CUST44,Headphones,Electronics,2,608.45,North,1216.9,313.39
ORD1288,4/16/2023,CUST6,Shoes,Electronics,1,790.71,West,790.71,145.45
ORD1289,7/9/2023,CUST30,Headphones,Electronics,5,756.63,West,3783.15,356.34
ORD1290,4/2/2023,CUST96,Table,Electronics,5,948.01,West,4740.05,1267.65
ORD1291,2/24/2023,CUST31,Television,Electronics,3,395.78,East,1187.34,220.99
ORD1292,4/14/2023,CUST5,Chair,Electronics,4,128.17,South,512.68,134.32
ORD1293,8/30/2023,CUST36,Bag,Clothing,3,721.53,East,2164.59,383.34
ORD1294,8/2/2023,CUST45,Bag,Electronics,2,729.56,North,1459.12,269.96
ORD1295,12/23/2023,CUST37,Shoes,Clothing,4,117.72,West,470.88,95.94
ORD1296,3/18/2023,CUST27,Headphones,Electronics,2,580.58,West,1161.16,195.41
ORD1297,11/1/2023,CUST46,Bag,Clothing,3,405.98,North,1217.94,95.04
ORD1298,4/24/2023,CUST55,Laptop,Clothing,3,231.33,West,693.99,181.58
ORD1299,8/12/2023,CUST66,Table,Clothing,4,700.71,East,2802.84,793.2
ORD1300,10/28/2023,CUST90,Bag,Furniture,5,112.99,South,564.95,115.92
ORD1301,9/1/2023,CUST72,Headphones,Electronics,4,359.24,North,1436.96,349.4
ORD1302,7/4/2023,CUST53,Shoes,Electronics,4,537.07,South,2148.28,227.58
ORD1303,7/11/2023,CUST35,Television,Furniture,1,992.39,South,992.39,137.24
ORD1304,4/3/2023,CUST55,Mobile,Furniture,2,461.02,West,922.04,122.05
ORD1305,6/9/2023,CUST64,Television,Clothing,4,890.79,South,3563.16,409.11
ORD1306,10/12/2023,CUST96,Headphones,Electronics,1,127.57,North,127.57,14.92
ORD1307,5/28/2023,CUST59,Chair,Electronics,4,398.65,North,1594.6,166.55
ORD1308,10/15/2023,CUST27,Bag,Clothing,1,159.91,East,159.91,31.34
ORD1309,8/4/2023,CUST45,Mobile,Clothing,3,926.41,East,2779.23,704.84
ORD1310,8/1/2023,CUST87,Television,Electronics,4,70.8,South,283.2,32.78
ORD1311,7/13/2023,CUST48,Table,Furniture,1,189.3,South,189.3,18.84
ORD1312,3/28/2023,CUST2,Table,Electronics,2,190.25,West,380.5,77.09
ORD1313,8/13/2023,CUST24,Bag,Electronics,1,522.65,South,522.65,98.01
ORD1314,8/31/2023,CUST5,Chair,Electronics,2,748.86,South,1497.72,94.38
ORD1315,2/5/2023,CUST87,Bag,Clothing,1,853.86,North,853.86,68.01
ORD1316,7/5/2023,CUST44,Shoes,Electronics,2,498.78,West,997.56,271.31
ORD1317,11/16/2023,CUST33,Table,Furniture,5,540.61,East,2703.05,170.5
ORD1318,12/6/2023,CUST86,Television,Electronics,3,206.92,North,620.76,112.94
ORD1319,2/21/2023,CUST77,Table,Clothing,1,220.72,East,220.72,30.19
ORD1320,11/28/2023,CUST63,Chair,Furniture,5,325.37,North,1626.85,177.26
ORD1321,8/28/2023,CUST62,Mobile,Clothing,2,711.13,West,1422.26,266.58
ORD1322,10/28/2023,CUST28,Mobile,Furniture,2,538.48,West,1076.96,111.36
ORD1323,5/6/2023,CUST67,Mobile,Clothing,1,654.19,North,654.19,56.73
ORD1324,5/19/2023,CUST84,Headphones,Clothing,4,630.63,South,2522.52,488.36
ORD1325,8/2/2023,CUST55,Table,Electronics,4,705.02,North,2820.08,658.24
ORD1326,1/21/2023,CUST26,Television,Furniture,5,486.77,West,2433.85,568.18
ORD1327,12/7/2023,CUST96,Headphones,Electronics,2,821.11,West,1642.22,86.5
ORD1328,10/24/2023,CUST48,Table,Electronics,1,206.94,North,206.94,45.62
ORD1329,2/8/2023,CUST53,Table,Furniture,3,463.85,East,1391.55,173.43
ORD1330,11/25/2023,CUST96,Bag,Clothing,3,807.07,East,2421.21,358.1
ORD1331,6/4/2023,CUST50,Shoes,Furniture,4,340.97,North,1363.88,321.76
ORD1332,8/6/2023,CUST68,Mobile,Clothing,1,517.58,East,517.58,139.46
ORD1333,6/7/2023,CUST75,Shoes,Electronics,1,186.04,East,186.04,29.65
ORD1334,11/3/2023,CUST97,Shoes,Clothing,5,331.44,North,1657.2,340.46
ORD1335,10/16/2023,CUST62,Table,Clothing,4,708.5,West,2834,593.45
ORD1336,8/11/2023,CUST82,Headphones,Clothing,3,746.4,West,2239.2,169.96
ORD1337,3/13/2023,CUST6,Television,Clothing,5,93.03,North,465.15,26.93
ORD1338,6/5/2023,CUST96,Table,Electronics,3,407.21,North,1221.63,327.67
ORD1339,12/6/2023,CUST38,Chair,Clothing,3,102.97,West,308.91,88.06
ORD1340,7/3/2023,CUST61,Table,Electronics,2,95.86,North,191.72,40.06
ORD1341,10/25/2023,CUST91,Shoes,Furniture,5,773.11,East,3865.55,724.94
ORD1342,9/6/2023,CUST17,Bag,Clothing,1,176.85,North,176.85,26.44
ORD1343,1/22/2023,CUST65,Chair,Furniture,1,491.62,South,491.62,75.42
ORD1344,9/28/2023,CUST31,Shoes,Electronics,1,567.1,West,567.1,50.23
ORD1345,5/27/2023,CUST36,Mobile,Electronics,3,109.26,East,327.78,95.7
ORD1346,11/16/2023,CUST53,Table,Furniture,2,821.74,West,1643.48,297.5
ORD1347,2/27/2023,CUST64,Bag,Clothing,1,695.08,North,695.08,37.58
ORD1348,12/23/2023,CUST43,Bag,Electronics,5,917.06,East,4585.3,762.93
ORD1349,12/25/2023,CUST61,Chair,Electronics,2,694.23,North,1388.46,122.34
ORD1350,11/23/2023,CUST44,Shoes,Electronics,4,232.33,North,929.32,239.83
ORD1351,1/18/2023,CUST45,Mobile,Furniture,3,869.98,East,2609.94,643.33
ORD1352,8/3/2023,CUST16,Television,Clothing,2,488.56,South,977.12,163.99
ORD1353,5/3/2023,CUST13,Television,Clothing,5,405.74,West,2028.7,314.11
ORD1354,10/24/2023,CUST48,Chair,Electronics,3,543.56,South,1630.68,150.15
ORD1355,7/27/2023,CUST14,Television,Furniture,1,645.77,East,645.77,183.07
ORD1356,8/5/2023,CUST73,Bag,Electronics,2,139.5,West,279,21.88
ORD1357,7/15/2023,CUST51,Mobile,Furniture,2,267.87,West,535.74,139.69
ORD1358,7/26/2023,CUST70,Headphones,Clothing,1,324.94,South,324.94,24.4
ORD1359,5/13/2023,CUST37,Television,Electronics,4,725.97,South,2903.88,395.93
ORD1360,3/11/2023,CUST42,Shoes,Electronics,3,872.34,West,2617.02,707.15
ORD1361,2/6/2023,CUST70,Table,Electronics,1,537.24,North,537.24,57.96
ORD1362,7/29/2023,CUST72,Bag,Electronics,4,591.06,East,2364.24,211.11
ORD1363,1/31/2023,CUST90,Chair,Furniture,4,524.48,South,2097.92,204.2
ORD1364,12/15/2023,CUST16,Shoes,Furniture,4,958.69,North,3834.76,1069.37
ORD1365,12/18/2023,CUST11,Bag,Furniture,4,883.1,South,3532.4,1025.77
ORD1366,11/1/2023,CUST86,Table,Clothing,5,380.16,South,1900.8,435.82
ORD1367,8/3/2023,CUST51,Chair,Clothing,2,250.21,North,500.42,112.32
ORD1368,3/28/2023,CUST10,Laptop,Clothing,3,629.01,West,1887.03,254.83
ORD1369,11/19/2023,CUST80,Television,Furniture,4,715.56,South,2862.24,567.85
ORD1370,11/10/2023,CUST42,Mobile,Electronics,3,327.47,North,982.41,294.14
ORD1371,12/6/2023,CUST82,Mobile,Furniture,5,77.14,North,385.7,92.82
ORD1372,7/24/2023,CUST34,Table,Furniture,3,61.73,East,185.19,23.83
ORD1373,2/25/2023,CUST69,Shoes,Furniture,5,693.33,West,3466.65,557.11
ORD1374,10/27/2023,CUST26,Bag,Electronics,4,284.57,North,1138.28,280.65
ORD1375,12/16/2023,CUST92,Table,Electronics,3,167.54,South,502.62,91.49
ORD1376,6/8/2023,CUST14,Shoes,Electronics,1,591.62,East,591.62,155.9
ORD1377,10/16/2023,CUST71,Shoes,Furniture,5,304.97,South,1524.85,302.03
ORD1378,6/2/2023,CUST65,Laptop,Clothing,4,548.14,West,2192.56,506.13
ORD1379,10/2/2023,CUST47,Mobile,Electronics,5,575.55,West,2877.75,784.82
ORD1380,12/31/2023,CUST49,Chair,Electronics,4,887.76,North,3551.04,636.39
ORD1381,12/15/2023,CUST65,Table,Furniture,5,879.59,South,4397.95,312.96
ORD1382,5/9/2023,CUST68,Headphones,Clothing,5,856.64,East,4283.2,905.18
ORD1383,10/18/2023,CUST40,Headphones,Furniture,4,279.3,South,1117.2,221.43
ORD1384,3/27/2023,CUST45,Bag,Furniture,5,223.78,West,1118.9,115.54
ORD1385,11/9/2023,CUST77,Bag,Electronics,2,203.3,East,406.6,42.64
ORD1386,8/15/2023,CUST22,Mobile,Electronics,5,990.47,South,4952.35,445.38
ORD1387,8/18/2023,CUST93,Mobile,Electronics,4,666.6,South,2666.4,429.39
ORD1388,6/23/2023,CUST62,Chair,Furniture,3,630.49,East,1891.47,544
ORD1389,1/3/2023,CUST32,Mobile,Furniture,3,594.3,West,1782.9,180.66
ORD1390,5/9/2023,CUST58,Table,Furniture,1,365.08,North,365.08,79.83
ORD1391,5/8/2023,CUST27,Television,Electronics,5,899.55,West,4497.75,1125.37
ORD1392,3/23/2023,CUST54,Bag,Clothing,1,232.61,North,232.61,27.42
ORD1393,7/30/2023,CUST66,Headphones,Clothing,2,570.07,South,1140.14,341.69
ORD1394,6/27/2023,CUST34,Laptop,Electronics,1,437.06,West,437.06,44.43
ORD1395,6/26/2023,CUST96,Table,Clothing,1,959.35,North,959.35,197.75
ORD1396,4/30/2023,CUST7,Headphones,Electronics,3,107.1,West,321.3,71.34
ORD1397,11/10/2023,CUST58,Laptop,Furniture,4,378.65,South,1514.6,86.29
ORD1398,6/20/2023,CUST45,Mobile,Electronics,4,788.89,East,3155.56,826.35
ORD1399,2/26/2023,CUST6,Mobile,Clothing,5,905.76,South,4528.8,1103.78
ORD1400,12/1/2023,CUST26,Chair,Electronics,5,915.26,North,4576.3,1236.94
ORD1401,8/31/2023,CUST20,Television,Electronics,4,536.33,East,2145.32,190.33
ORD1402,1/6/2023,CUST2,Shoes,Electronics,3,184.29,West,552.87,163.61
ORD1403,12/29/2023,CUST57,Mobile,Furniture,5,748.01,South,3740.05,1063.49
ORD1404,11/11/2023,CUST90,Chair,Furniture,1,910.3,West,910.3,149.35
ORD1405,9/17/2023,CUST66,Table,Clothing,2,791.56,North,1583.12,250.98
ORD1406,12/9/2023,CUST88,Laptop,Furniture,2,546.72,East,1093.44,108.61
ORD1407,9/5/2023,CUST55,Mobile,Electronics,5,670.98,West,3354.9,890.74
ORD1408,1/21/2023,CUST36,Headphones,Clothing,4,944.52,North,3778.08,620.12
ORD1409,10/22/2023,CUST44,Laptop,Electronics,2,539.91,East,1079.82,284.68
ORD1410,11/3/2023,CUST100,Chair,Clothing,1,415.07,East,415.07,50.47
ORD1411,4/1/2023,CUST45,Chair,Furniture,3,61.4,East,184.2,36.48
ORD1412,1/11/2023,CUST11,Shoes,Clothing,4,778.17,North,3112.68,467.8
ORD1413,3/6/2023,CUST7,Mobile,Clothing,5,582.1,East,2910.5,766.68
ORD1414,1/7/2023,CUST2,Shoes,Furniture,1,293.23,South,293.23,16.66
ORD1415,9/16/2023,CUST5,Shoes,Electronics,3,341.36,East,1024.08,154.21
ORD1416,8/7/2023,CUST30,Headphones,Electronics,2,922.38,North,1844.76,177.1
ORD1417,8/25/2023,CUST28,Mobile,Clothing,3,654.99,North,1964.97,361.23
ORD1418,11/29/2023,CUST86,Laptop,Furniture,4,727.75,West,2911,252.06
ORD1419,3/10/2023,CUST20,Laptop,Electronics,5,681.04,North,3405.2,640.62
ORD1420,10/9/2023,CUST64,Television,Furniture,1,187.85,North,187.85,15.97
ORD1421,4/30/2023,CUST35,Television,Furniture,4,90.42,North,361.68,80.48
ORD1422,7/8/2023,CUST17,Bag,Electronics,5,848.47,West,4242.35,492.61
ORD1423,1/5/2023,CUST15,Laptop,Furniture,4,529.55,East,2118.2,227.99
ORD1424,10/23/2023,CUST45,Shoes,Electronics,1,186.18,South,186.18,35.17
ORD1425,12/2/2023,CUST100,Table,Furniture,2,681.06,West,1362.12,135.84
ORD1426,12/26/2023,CUST37,Bag,Furniture,3,513.78,North,1541.34,347.55
ORD1427,8/4/2023,CUST22,Mobile,Clothing,1,447.14,East,447.14,113.9
ORD1428,1/28/2023,CUST25,Television,Furniture,2,391.14,North,782.28,157.95
ORD1429,7/17/2023,CUST55,Laptop,Furniture,1,655.37,North,655.37,108.53
ORD1430,6/20/2023,CUST62,Chair,Furniture,2,713.9,North,1427.8,296.42
ORD1431,3/31/2023,CUST20,Table,Clothing,1,146.78,South,146.78,15.42
ORD1432,3/5/2023,CUST78,Laptop,Furniture,2,320.27,South,640.54,84.53
ORD1433,5/1/2023,CUST5,Television,Furniture,4,634.07,West,2536.28,308.35
ORD1434,4/18/2023,CUST12,Headphones,Electronics,5,728.64,East,3643.2,846.84
ORD1435,2/21/2023,CUST80,Television,Clothing,2,811.42,South,1622.84,204.07
ORD1436,10/24/2023,CUST33,Mobile,Electronics,1,437.04,East,437.04,34.18
ORD1437,8/16/2023,CUST83,Shoes,Electronics,3,207.21,West,621.63,61.39
ORD1438,4/26/2023,CUST73,Mobile,Clothing,5,119.81,North,599.05,89.09
ORD1439,1/25/2023,CUST57,Mobile,Electronics,4,143.63,East,574.52,131.94
ORD1440,1/11/2023,CUST31,Headphones,Furniture,2,347.39,East,694.78,56.97
ORD1441,2/14/2023,CUST10,Shoes,Clothing,3,296.34,East,889.02,151.4
ORD1442,4/23/2023,CUST27,Table,Furniture,3,658.58,North,1975.74,242.69
ORD1443,11/26/2023,CUST35,Laptop,Clothing,4,989.35,East,3957.4,611.63
ORD1444,9/5/2023,CUST68,Headphones,Electronics,3,293.96,East,881.88,122.91
ORD1445,11/24/2023,CUST60,Television,Furniture,1,66.68,East,66.68,15.9
ORD1446,10/31/2023,CUST69,Bag,Clothing,3,310.19,South,930.57,110.01
ORD1447,12/20/2023,CUST81,Chair,Clothing,2,606.02,East,1212.04,282.62
ORD1448,10/6/2023,CUST56,Mobile,Furniture,1,99.34,West,99.34,5.87
ORD1449,6/27/2023,CUST79,Mobile,Furniture,4,205.74,South,822.96,43.38
ORD1450,11/17/2023,CUST72,Shoes,Furniture,1,974.01,South,974.01,245.76
ORD1451,9/27/2023,CUST17,Mobile,Clothing,4,418.05,West,1672.2,84.39
ORD1452,7/27/2023,CUST22,Table,Furniture,4,285.3,South,1141.2,107.83
ORD1453,4/23/2023,CUST45,Headphones,Electronics,1,201.11,South,201.11,12.05
ORD1454,8/24/2023,CUST46,Bag,Clothing,1,199.16,East,199.16,20.29
ORD1455,2/12/2023,CUST88,Mobile,Furniture,1,616.12,West,616.12,34.8
ORD1456,8/8/2023,CUST75,Television,Electronics,5,909.87,North,4549.35,569.08
ORD1457,2/13/2023,CUST92,Chair,Furniture,4,250.24,North,1000.96,96.35
ORD1458,4/14/2023,CUST28,Headphones,Furniture,1,720.92,South,720.92,120.91
ORD1459,2/9/2023,CUST18,Television,Electronics,1,743.14,West,743.14,195.5
ORD1460,6/21/2023,CUST29,Laptop,Furniture,5,403.53,North,2017.65,240.61
ORD1461,2/17/2023,CUST87,Laptop,Clothing,2,394.62,East,789.24,86.31
ORD1462,7/30/2023,CUST51,Television,Electronics,1,348.52,West,348.52,66.41
ORD1463,8/15/2023,CUST40,Shoes,Clothing,5,785.37,South,3926.85,264.69
ORD1464,2/24/2023,CUST85,Laptop,Electronics,2,285.45,North,570.9,108.77
ORD1465,10/5/2023,CUST11,Laptop,Clothing,4,665.06,West,2660.24,157.71
ORD1466,4/18/2023,CUST46,Shoes,Electronics,1,391.58,West,391.58,41.88
ORD1467,4/18/2023,CUST84,Chair,Electronics,5,687.3,North,3436.5,658.11
ORD1468,2/21/2023,CUST53,Bag,Electronics,5,508.05,South,2540.25,442.02
ORD1469,10/17/2023,CUST65,Chair,Clothing,1,186.12,North,186.12,53.8
ORD1470,9/10/2023,CUST10,Laptop,Clothing,5,584.17,South,2920.85,641.22
ORD1471,4/1/2023,CUST71,Chair,Electronics,2,526.45,East,1052.9,135.38
ORD1472,12/29/2023,CUST25,Bag,Electronics,3,106.47,West,319.41,16.27
ORD1473,4/3/2023,CUST91,Mobile,Furniture,4,403.59,East,1614.36,240.18
ORD1474,6/1/2023,CUST1,Bag,Furniture,3,712.84,East,2138.52,221.02
ORD1475,12/5/2023,CUST40,Shoes,Clothing,1,859.15,East,859.15,111.99
ORD1476,3/29/2023,CUST48,Bag,Electronics,4,752.13,South,3008.52,781.27
ORD1477,6/12/2023,CUST95,Headphones,Electronics,4,138.91,East,555.64,103.44
ORD1478,5/16/2023,CUST89,Chair,Electronics,3,354.49,South,1063.47,89.99
ORD1479,4/28/2023,CUST74,Shoes,Electronics,4,696.45,East,2785.8,297.03
ORD1480,9/11/2023,CUST72,Laptop,Furniture,5,737.99,South,3689.95,826.68
ORD1481,6/15/2023,CUST46,Bag,Furniture,5,877.04,North,4385.2,954.35
ORD1482,3/17/2023,CUST8,Shoes,Clothing,3,721.2,East,2163.6,168.56
ORD1483,12/28/2023,CUST74,Chair,Clothing,4,202.12,South,808.48,93.26
ORD1484,5/5/2023,CUST66,Television,Furniture,5,328.13,West,1640.65,87.63
ORD1485,7/2/2023,CUST32,Television,Electronics,5,646.77,West,3233.85,464.71
ORD1486,4/28/2023,CUST3,Headphones,Electronics,2,202.21,North,404.42,54.84
ORD1487,3/10/2023,CUST73,Chair,Electronics,1,550.09,West,550.09,145.9
ORD1488,11/10/2023,CUST26,Chair,Furniture,2,323.54,North,647.08,142.63
ORD1489,12/14/2023,CUST10,Laptop,Electronics,1,143.18,East,143.18,20.15
ORD1490,12/28/2023,CUST78,Shoes,Furniture,2,189.32,South,378.64,52.26
ORD1491,9/6/2023,CUST84,Headphones,Clothing,1,158.85,North,158.85,25.83
ORD1492,1/25/2023,CUST7,Laptop,Furniture,1,213.23,East,213.23,55.93
ORD1493,12/7/2023,CUST78,Headphones,Electronics,4,417.75,North,1671,221.93
ORD1494,9/28/2023,CUST19,Laptop,Electronics,2,616.33,South,1232.66,234.99
ORD1495,7/15/2023,CUST60,Laptop,Clothing,2,140.09,South,280.18,58.26
ORD1496,4/16/2023,CUST91,Table,Electronics,2,144.85,East,289.7,58.21
ORD1497,6/19/2023,CUST74,Table,Electronics,1,499.09,West,499.09,74.22
ORD1498,7/21/2023,CUST47,Table,Electronics,1,228.86,South,228.86,55.62
ORD1499,7/3/2023,CUST44,Chair,Electronics,1,999.15,East,999.15,127.79
